id	name_id	event_type	requested_by	requestor_comment	request_date	status	processed_by	processor_comment	process_date	name_category_id	name_code	name_description	version
410		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	FLTR	Filter On	0
411		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	FLTS	Fault summary	0
412		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	FNC	Function	0
413		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	FR	Frequency	0
414		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	FRNT	Front End On	0
415		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	FVER	Firmware Version	0
416		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	G	Gain	0
417		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	GAP	Gap	0
418		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	GND	Ground	0
419		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	GRAD	Gradient	0
420		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	H	Humidity	0
421		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	HLIM	Hi Limit (Software)	0
422		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	HLLT	Hi Limit Latch (derived Binary Signal from Software Limit)	0
423		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	HLOK	Hi Limit OK (derived Binary Signal from Software Limit)	0
424		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	HWER	Hardware Error	0
425		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	I	Current	0
426		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ICAL	In Calibration State	0
427		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ILK	Interlock	0
428		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ILKOK	Interlock OK	0
429		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	IN	In	0
430		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	INIT	Initialize	0
431		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	KWH	Energy Usage (kilowatt*hr)	0
432		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	L	Level	0
433		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LCL	Local (/~Remote)	0
434		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LDIS	Local Disable	0
435		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LIM	Limit Switch	0
436		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LK	Leak	0
437		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LLIM	Low Limit (Software)	0
438		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LLLT	Low Limit Latch (derived Binary Signal from Software Limit)	0
439		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LLOK	Low Limit OK (derived Binary Signal from Software Limit)	0
440		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LMCL	Limit Closed	0
441		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LMIN	Limit In	0
442		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LMNEG	Limit Negative	0
443		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LMOP	Limit Open	0
444		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LMOUT	Limit Out	0
445		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LMPOS	Limit Positive	0
446		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	LTCH	Latched Bad	0
447		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	MCnn	Mixed Command; nn (optional) is the command word number	0
448		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	MSnn	Mixed Status; nn (optional) is the status word number	0
449		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	NOLIM	No Limit switches	0
450		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	NPOL	Normal Polarity	0
451		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	OFST	Drive Offset from 0 when Calibrated	0
452		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	OK	OK Status	0
453		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ON	On	0
454		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	OPN	Open	0
455		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	OREG	Out of regulation	0
456		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	ORNG	Over Range	0
457		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	OUT	Out	0
458		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	P	Pressure	0
459		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	PENC	Encoder Position	0
460		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	PH	pH	0
461		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	PHA	Phase	0
462		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	POS	Position	0
463		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	POSH	Position, Horizontal	0
464		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	POSV	Position, Vertical	0
465		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	POWR	Power	0
466		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	PPOT	Potentiometer Position	0
467		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	PR	Profile (vector or array) (e.g. profile monitor)	0
468		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	PROP	Property (for its usage, see the controls example in table 9)	0
469		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RD	Radiation Dose	0
470		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RDR	Radiation Dose Rate	0
471		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RDYN	Ready Normal	0
472		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RDYO	Ready Over-range	0
473		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	REBT	Reboot	0
474		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RMDS	Remote Disable	0
475		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RMT	Remote (/~Local)	0
476		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RNGA	Autoranged	0
477		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RNGB	Range Bad	0
478		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RNGD	Range Decrement	0
479		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RNGI	Range Increment	0
480		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RRTE	Ramp Rate	0
481		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RS	Resistivity	0
482		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	RST	Reset	0
483		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	S	Speed	0
484		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	SBY	Standby	0
485		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	SDS	Smoke Detector	0
486		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	SERR	Serial Communication Error	0
487		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	SPA	Set Poinjt Adjustment (analog output only)	0
488		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	SREV	Scaled Engineering Units Per Revolution	0
489		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	SS	Start/Stop	0
490		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	STOP	Stop	0
491		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	STR	Strength (e.g. focusing strength of a magnet)	0
492		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	STRT	Start	0
493		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	T	Temperature	0
494		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	TILA	Interlock Timer Accumulated Value	0
495		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	TILK	Interlock Time Delay	0
496		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	TILKD	Interlock Timer Done	0
497		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	TIM	Time	0
498		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	TSTC	Test Current On	0
499		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	UCAL	Uncalibrated	0
500		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	USEP	Use Pot Reading for Position	0
501		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	V	Voltage	0
502		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	VAND	Voltage, Anode	0
503		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	VBS	Voltage, Bias	0
504		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	VC	Valve Control (output only)	0
505		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	VGRD	Voltage, Grid	0
506		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	VMCP	Voltage, MCP	0
507		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	VP	Vacuum Pressure	0
508		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	VPHO	Voltage, Phosphorous	0
509		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	VRBS	Voltage, Repeller Bias	0
510		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	VSS	Vibration Switch Signal	0
511		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	VWIR	Voltage, Wire	0
512		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	signal-type	VXIT	Voltage, Exit	0
513		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	ACC	Accelerator	0
514		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	AMC	Achromatic Magnetic Chicane	0
515		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	BAS	Building Automation System	0
516		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	BBS	Beam Bending Section	0
517		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	BDC	Beam Dump Control	0
518		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	BHWS	Building Heating Water System	0
519		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	BMS	Beam Matching Section	0
520		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	BS	Bending Section	0
521		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	BSC	Beam Stopping and stopped beam transport Control	0
522		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	BTSmn	Beam Transport Section; n (optional) is the section number	0
523		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	Cann	Cryomodule type A[1] , nn is cryomodule number (baseline range 01-04)	0
524		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CAS	Compressed Air System	0
525		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CBnn	Cryomodule type B[2] , nn is cryomodule number (baseline range 01-12)	0
526		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CCnn	Cryomodule type C[3] , nn is cryomodule number (baseline range 01-13)	0
527		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CDnn	Cryomodule type D[4] , nn is cryomodule number (baseline range 01-12)	0
528		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CEC	Charge Exchange Cell (BECOLA)	0
529		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CEE	Central Exhaust Enclosure	0
530		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	Cenn	Cryomodule type E[5] , nn is cryomodule number (baseline nn=01)	0
531		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CFnn	Cryomodule type F[6] , nn is cryomodule number (baseline range 01-02)	0
532		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CGnn	Cryomodule type G[7] , nn is cryomodule number (baseline range 01-03)	0
533		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CGS	Cyclotron Gas Stopper	0
534		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CHA	Active Chilled Water System	0
535		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CHAR	Active Chilled Water Return	0
536		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CHAS	Active Chilled Water Supply	0
537		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CHnn	Cryomodule type H[8], nn is cryomodule number (baseline nn=01)	0
538		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CHW	Chilled Water System (support building)	0
539		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CHWR	Chilled Water Return (support building)	0
540		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CHWS	Chilled Water Supply (support building)	0
541		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CKnn	Cryomodule type K , nn is cryomodule number (baseline nn=01)	0
542		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CLnn	Cryomodule type L , nn is cryomodule number (baseline nn=01)	0
543		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CMnn	Cryomodule type M , nn is cryomodule number (baseline nn=01)	0
544		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	COM	Communication systems	0
545		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CRF	Central Radio Frequency equipment	0
546		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CRNn	Cranes and hoists; n is the crane number	0
547		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CSS	Charge Stripping Section	0
548		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CTD	Cryogenic Test Facility Distribution	0
549		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CTL	Control (local control (system))	0
550		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CTn	Cooling Tower Water System; n is the cooling tower number (1=LCW, 2=CHW, 3=PW)	0
551		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CTnR	Cooling Tower Water Return; n is the cooling tower number (1=LCW, 2=CHW, 3=PW)	0
552		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	CTnS	Cooling Tower Water Supply; n is the cooling tower number (1=LCW, 2=CHW, 3=PW)	0
553		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	DDC	Direct Digital Control system	0
554		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	DIAG	Diagnostics	0
555		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	DW	Domestic Cold Water (support building)	0
556		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	EBIT	Electron Beam Ion Trap charge breeder	0
557		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	ELEC	Electrical power systems	0
558		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	ELR	Electrical Room Air System (support building)	0
559		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	ERL	Electrical Rack Loads (Used at Substation Level)	0
560		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	ESS	Electronic Safety and Security	0
561		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	EVn	Elevator, n is the elevator number	0
562		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	F1S1	Preseparator section 1	0
563		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	F1S2	Preseparator section 2	0
564		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	F2S1	Separator Stage 2 section 1	0
565		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	F2S2	Separator Stage 2 section 2	0
566		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	F3S1	Separator Stage 3 section 1	0
567		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	F3S2	Separator Stage 3 section 2	0
568		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	FAS	Fire Alarm System	0
569		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	FBTC	Fast Beam Transport Control	0
570		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	FFS	Final Focus Section	0
571		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	FSC	Fragment separator beam line control	0
572		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	FSS	Fire Suppression System (support building)	0
573		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	GM	Gas Management system	0
574		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	GND	Grounding system	0
575		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HEPS	Helium Purifier System	0
576		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HGS	Helium Gas Storage	0
577		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HHA	Active Heating Hot Water System	0
578		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HHAR	Active Heating Hot Water Return	0
579		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HHAS	Active Heating Hot Water Supply	0
580		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HHW	Heating Hot Water System (support building)	0
581		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HHWR	Heating Hot Water Return (support building)	0
582		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HHWS	Heating Hot Water Supply (support building)	0
583		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HOG	Hot Off Gas system	0
584		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HPR	High Pressure Condensate System (support building)	0
585		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HPRF	High Power rf systems	0
586		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HPS	High Pressure Steam System (support building)	0
587		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HR	Heat Recovery System (support building)	0
588		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HRR	Heat Recovery Return (support building)	0
589		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HRS	Heat Recovery Supply (support building)	0
590		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HVAC	Heating Ventilation and Air Conditioning systems	0
591		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HW	Domestic Hot Water (support building)	0
592		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HWR	Heating Water Return	0
593		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	HWS	Heating Water Supply	0
594		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	IA	Instrument Air (low humidity pressurized air)	0
595		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	ISRCn	Ion source; n is the ion source number	0
596		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LCA	Active Low Conductivity Water System (LINAC)	0
597		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LCAR	Active Low Conductivity Water Return (LINAC)	0
598		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LCAS	Active Low Conductivity Water Supply (LINAC)	0
599		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LCW	Low Conductivity Water	0
600		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LCWM	LCW Water Make-Up System (support building)	0
601		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LCWR	Low Conductivity Water Return (support building)	0
602		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LCWS	Low Conductivity Water Supply (support building)	0
603		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LDAS	Support building loading dock area air system	0
604		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LDSn	Linac Distribution System, n is the distribution line	0
605		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LEBT	Low Energy Beam Transport	0
606		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LGS	Linear Gas Stopper	0
607		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LHDn	4.5K Helium Dewar System, n is the dewar number	0
608		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LISA	Part of system DMON	0
609		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LLLW	Liquid Low-Level Waste treatment systems	0
610		i	system	initial	'2013-01-01 00:00:00'	p	system	initial	'2013-01-30 00:00:00'	subsystem	LLRF	Low Level rf systems	0
